epoch,distortion_loss,perception_loss
0,0.05117860808968544,5.267668724060059
1,0.051347970962524414,5.874030590057373
2,0.04910317435860634,5.683998107910156
3,0.04872381314635277,5.836145401000977
4,0.04831509292125702,5.40910530090332
5,0.048377856612205505,5.889438629150391
6,0.04809246584773064,5.766033172607422
7,0.04764295741915703,5.6677727699279785
8,0.047533921897411346,5.967990398406982
9,0.04735972359776497,5.804201126098633
10,0.047150734812021255,5.781345844268799
11,0.047075770795345306,5.703132629394531
12,0.04675662890076637,5.692585468292236
13,0.047306809574365616,5.901740550994873
14,0.04671739786863327,5.775712966918945
15,0.04698355123400688,5.861056327819824
16,0.04790208116173744,6.027762413024902
17,0.04675276577472687,6.022215366363525
18,0.046496544033288956,5.606870174407959
19,0.04664137586951256,5.733484268188477
20,0.04595540463924408,5.996857643127441
21,0.04593077674508095,5.7961602210998535
22,0.04584681615233421,5.872236728668213
23,0.04586562141776085,5.932754993438721
24,0.045953378081321716,5.890804767608643
