epoch,distortion_loss,cross_entropy_loss
0,0.05385062098503113,0.6902737617492676
1,0.05317061021924019,0.48881796002388
2,0.052736394107341766,0.4415722191333771
3,0.05268581584095955,0.36550775170326233
4,0.05249067395925522,0.3494342267513275
5,0.05233431234955788,0.30464714765548706
6,0.05196676030755043,0.32484835386276245
7,0.051420457661151886,0.27794772386550903
8,0.05207332596182823,0.2722753882408142
9,0.051343005150556564,0.2854880690574646
10,0.05140743404626846,0.2648654282093048
11,0.0512978732585907,0.26064273715019226
12,0.05071384832262993,0.2956239581108093
13,0.05066189914941788,0.2648538649082184
14,0.05092018470168114,0.2651337683200836
15,0.05087989568710327,0.2635023891925812
16,0.050446853041648865,0.24327519536018372
17,0.05069364234805107,0.24705804884433746
18,0.050571002066135406,0.2501300871372223
19,0.050354886800050735,0.23643621802330017
20,0.04978971928358078,0.21899449825286865
21,0.049731988459825516,0.2116864174604416
22,0.049846481531858444,0.2044925093650818
23,0.049664970487356186,0.2206593155860901
24,0.049466025084257126,0.21886400878429413
