epoch,distortion_loss,cross_entropy_loss
0,0.11395815014839172,2.3587324619293213
1,0.11395810544490814,2.3587350845336914
2,0.10671976953744888,1.7925310134887695
3,0.054841771721839905,0.7727541923522949
4,0.05263336002826691,0.5187978744506836
5,0.05267811194062233,0.5148353576660156
6,0.05269983410835266,0.3993290066719055
7,0.05214794725179672,0.379321813583374
8,0.051206640899181366,0.34963566064834595
9,0.05103698745369911,0.3669832944869995
10,0.05108753964304924,0.3528025448322296
11,0.05075377598404884,0.29830458760261536
12,0.050649214535951614,0.35514572262763977
13,0.05073850601911545,0.3068419396877289
14,0.050522442907094955,0.3027595281600952
15,0.050594113767147064,0.30372723937034607
16,0.05004192516207695,0.2918209433555603
17,0.05036265775561333,0.3004639148712158
18,0.050325363874435425,0.2711986005306244
19,0.04991314560174942,0.31121474504470825
20,0.04970339685678482,0.2342221587896347
21,0.0493878535926342,0.23976556956768036
22,0.04945318028330803,0.23644496500492096
23,0.04934725910425186,0.21821974217891693
24,0.04952158033847809,0.21402597427368164
25,0.04943516105413437,0.2206844687461853
26,0.04933180287480354,0.21838422119617462
27,0.049436457455158234,0.20790189504623413
28,0.04946199059486389,0.20290513336658478
29,0.04936840012669563,0.19040444493293762
