epoch,distortion_loss,perception_loss
0,0.04871158301830292,3.2980058193206787
1,0.04890242964029312,3.081651449203491
2,0.04800764098763466,3.1351630687713623
3,0.04717599228024483,3.432398796081543
4,0.04824655130505562,3.143317461013794
5,0.04778161644935608,3.30096173286438
6,0.04727902263402939,3.434166431427002
7,0.04751811921596527,3.2874069213867188
8,0.04814385250210762,3.2304763793945312
9,0.04736794903874397,3.549337387084961
10,0.04697218909859657,3.4438624382019043
11,0.04743734374642372,3.267772674560547
12,0.047679346054792404,3.32011079788208
13,0.04777173325419426,3.244481086730957
14,0.049310021102428436,3.152897357940674
15,0.047138381749391556,3.497565507888794
16,0.04802079498767853,3.354708433151245
17,0.04788967967033386,3.1967225074768066
18,0.04790414124727249,3.275994300842285
19,0.04732000082731247,3.3523826599121094
20,0.047030046582221985,3.455353021621704
21,0.04756724461913109,3.3667640686035156
22,0.047374896705150604,3.366591215133667
23,0.04728839173913002,3.417897939682007
24,0.04748180881142616,3.412917375564575
25,0.04717274755239487,3.4268760681152344
26,0.04741152748465538,3.429933547973633
27,0.047338854521512985,3.3687503337860107
28,0.047499578446149826,3.269038677215576
29,0.04710879176855087,3.3707921504974365
