epoch,distortion_loss,cross_entropy_loss
0,0.05151427909731865,0.23434977233409882
1,0.05102299526333809,0.24281135201454163
2,0.050859592854976654,0.21466520428657532
3,0.05153303220868111,0.21759997308254242
4,0.05048695579171181,0.20399798452854156
5,0.05064351111650467,0.21992802619934082
6,0.0505782775580883,0.2118702530860901
7,0.05079379677772522,0.20743678510189056
8,0.05058113858103752,0.21143874526023865
9,0.05067729949951172,0.21984069049358368
10,0.05096207186579704,0.2087862491607666
11,0.05047646537423134,0.19889292120933533
12,0.050462506711483,0.1975635290145874
13,0.05046222358942032,0.20863045752048492
14,0.05063076689839363,0.21667581796646118
15,0.05044421926140785,0.21167567372322083
16,0.05067342892289162,0.2029472142457962
17,0.05056529864668846,0.22157391905784607
18,0.05048069730401039,0.2032160609960556
19,0.05067767575383186,0.20339174568653107
20,0.050134699791669846,0.2002921998500824
21,0.05024479702115059,0.19638562202453613
22,0.050184138119220734,0.2031453400850296
23,0.05022253468632698,0.20051662623882294
24,0.05018781125545502,0.2130628377199173
25,0.05018527805805206,0.1956855207681656
26,0.050116997212171555,0.1978089064359665
27,0.050080787390470505,0.20831215381622314
28,0.05015658959746361,0.21883119642734528
29,0.050155773758888245,0.20239457488059998
