epoch,distortion_loss,perception_loss
0,0.07566826790571213,0.46252986788749695
1,0.07396948337554932,0.7043425440788269
2,0.06926443427801132,1.2673202753067017
3,0.07237251102924347,1.1328710317611694
4,0.0706528052687645,1.163859486579895
5,0.07493745535612106,0.8567326068878174
6,0.07198607176542282,1.2559304237365723
7,0.0689622163772583,1.4177327156066895
8,0.07132596522569656,1.397538661956787
9,0.07156413048505783,1.2311756610870361
10,0.070674829185009,1.4428365230560303
11,0.0710175484418869,1.500307321548462
12,0.06886652857065201,1.4044082164764404
13,0.06878869235515594,1.4977755546569824
14,0.0681249275803566,1.6527249813079834
15,0.06939569115638733,1.6159608364105225
16,0.06975840032100677,1.5796282291412354
17,0.07019320875406265,1.5497325658798218
18,0.07089326530694962,1.3305925130844116
19,0.06993728876113892,1.6029396057128906
20,0.07029009610414505,1.520078420639038
21,0.0705360546708107,1.4151780605316162
22,0.07111778855323792,1.3457515239715576
23,0.07063551992177963,1.4858283996582031
24,0.07171314209699631,1.4285351037979126
25,0.07046696543693542,1.3932359218597412
26,0.07116558402776718,1.3376054763793945
27,0.07165863364934921,1.2892183065414429
28,0.07110961526632309,1.3973324298858643
29,0.07048072665929794,1.2439727783203125
