epoch,distortion_loss,perception_loss
0,0.035950835794210434,3.487399101257324
1,0.03484548255801201,3.898251533508301
2,0.034381888806819916,3.625680446624756
3,0.03427824378013611,3.832263946533203
4,0.03449489548802376,3.4171531200408936
5,0.03426105156540871,3.678230047225952
6,0.0338049978017807,3.7437963485717773
7,0.03342263400554657,3.7461581230163574
8,0.033882055431604385,3.5888044834136963
9,0.03339710086584091,3.538123369216919
10,0.03400443494319916,3.641242504119873
11,0.03348951041698456,3.5147953033447266
12,0.03444236144423485,3.618225574493408
13,0.033434707671403885,3.569007396697998
14,0.033497098833322525,3.6036272048950195
15,0.03341082111001015,3.526109218597412
16,0.033306170254945755,3.594866991043091
17,0.03315165266394615,3.482135772705078
18,0.033219438046216965,3.5948257446289062
19,0.03338562697172165,3.6959941387176514
20,0.03270510956645012,3.639183521270752
21,0.03302476927638054,3.642052173614502
22,0.032733943313360214,3.564513921737671
23,0.03267696499824524,3.665351152420044
24,0.032743219286203384,3.6505343914031982
25,0.03280625119805336,3.6895751953125
26,0.0327729806303978,3.6962997913360596
27,0.032878417521715164,3.671969413757324
28,0.03260267898440361,3.6611671447753906
29,0.03266362473368645,3.615431547164917
