epoch,distortion_loss,cross_entropy_loss
0,0.05199580639600754,0.19477804005146027
1,0.05155234411358833,0.188182532787323
2,0.05117535963654518,0.19261212646961212
3,0.05097503587603569,0.17985087633132935
4,0.0512235090136528,0.18737919628620148
5,0.05111638829112053,0.18837517499923706
6,0.05077105015516281,0.1848127841949463
7,0.05086851492524147,0.18055692315101624
8,0.05080435052514076,0.19079650938510895
9,0.05066748708486557,0.184416726231575
10,0.05098337307572365,0.17891721427440643
11,0.05086121708154678,0.18242597579956055
12,0.05069490894675255,0.1801837533712387
13,0.05086198449134827,0.17719237506389618
14,0.050825878977775574,0.17313455045223236
15,0.05060600861907005,0.16936615109443665
16,0.05123955383896828,0.16913467645645142
17,0.05085460841655731,0.17244644463062286
18,0.05085427686572075,0.1707831621170044
19,0.0509488619863987,0.15980713069438934
20,0.05056948959827423,0.16551269590854645
21,0.050502244383096695,0.17399874329566956
22,0.05050737038254738,0.16714580357074738
23,0.05038774758577347,0.16549928486347198
24,0.05046006292104721,0.17880646884441376
25,0.05041025951504707,0.17299538850784302
26,0.05036501958966255,0.17266084253787994
27,0.050627171993255615,0.17783954739570618
28,0.05041282996535301,0.16346465051174164
29,0.05034922808408737,0.16680143773555756
