epoch,distortion_loss,perception_loss
0,0.04828391596674919,3.24916934967041
1,0.046604711562395096,3.5071144104003906
2,0.04663059487938881,3.2819015979766846
3,0.04567428305745125,3.77209210395813
4,0.04610347002744675,3.592951536178589
5,0.046105142682790756,3.688293695449829
6,0.046252649277448654,3.3847148418426514
7,0.04576332867145538,3.688394546508789
8,0.04634547606110573,3.4857115745544434
9,0.04629170894622803,3.4968605041503906
10,0.04606521502137184,3.5494861602783203
11,0.04582265019416809,3.552959680557251
12,0.04583428427577019,3.7280397415161133
13,0.046064842492341995,3.6001644134521484
14,0.04587190970778465,3.6293561458587646
15,0.04595671221613884,3.6633646488189697
16,0.04611122980713844,3.6811366081237793
17,0.04643326997756958,3.788283586502075
18,0.04555893316864967,3.6916022300720215
19,0.04548337310552597,3.9010443687438965
20,0.04510114714503288,3.8601651191711426
21,0.04549621045589447,3.7570888996124268
22,0.04533228650689125,3.718014717102051
23,0.04534591734409332,3.7604241371154785
24,0.045466501265764236,3.751208543777466
25,0.04523226246237755,3.7772061824798584
26,0.045290257781744,3.835101366043091
27,0.0456627793610096,3.6440224647521973
28,0.045367300510406494,3.785628080368042
29,0.045520782470703125,3.7409322261810303
