epoch,distortion_loss,perception_loss
0,0.05150465667247772,6.371140956878662
1,0.050909820944070816,6.33474063873291
2,0.05109848454594612,6.345102787017822
3,0.05095265805721283,6.6848530769348145
4,0.050987597554922104,6.616084098815918
5,0.05073036253452301,6.42915678024292
6,0.05078233405947685,6.50698184967041
7,0.05058303847908974,6.327340602874756
8,0.05038514733314514,6.1251654624938965
9,0.05121760070323944,6.801163673400879
10,0.05063486844301224,6.440864562988281
11,0.05067095905542374,6.850888252258301
12,0.05066857859492302,6.519622802734375
13,0.05049246549606323,6.847598075866699
14,0.050485868006944656,6.70664119720459
15,0.05050094053149223,6.888678073883057
16,0.05101202428340912,6.786835193634033
17,0.05043965205550194,6.532525062561035
18,0.05071386694908142,6.849673271179199
19,0.050493016839027405,6.6836137771606445
20,0.050318505614995956,6.779457092285156
21,0.050169650465250015,6.690612316131592
22,0.05028786510229111,6.809975624084473
23,0.0501038134098053,6.788318634033203
24,0.05023384839296341,6.817985534667969
25,0.05021544545888901,6.763235569000244
26,0.05018205568194389,6.709453582763672
27,0.050109513103961945,6.69640588760376
28,0.05024132505059242,6.870151519775391
29,0.05002216994762421,6.659030914306641
