epoch,distortion_loss,cross_entropy_loss
0,0.05150465667247772,0.22780553996562958
1,0.050909820944070816,0.21093256771564484
2,0.05109848454594612,0.21499061584472656
3,0.05095265805721283,0.1988675743341446
4,0.050987597554922104,0.20765820145606995
5,0.05073036253452301,0.21385511755943298
6,0.05078233405947685,0.1987130343914032
7,0.05058303847908974,0.20437951385974884
8,0.05038514733314514,0.19923175871372223
9,0.05121760070323944,0.20058612525463104
10,0.05063486844301224,0.20227780938148499
11,0.05067095905542374,0.21626080572605133
12,0.05066857859492302,0.20256608724594116
13,0.05049246549606323,0.19823570549488068
14,0.050485868006944656,0.19201229512691498
15,0.05050094053149223,0.19980135560035706
16,0.05101202428340912,0.19275136291980743
17,0.05043965205550194,0.1967279464006424
18,0.05071386694908142,0.20334617793560028
19,0.050493016839027405,0.20076298713684082
20,0.050318505614995956,0.19923125207424164
21,0.050169650465250015,0.2128341943025589
22,0.05028786510229111,0.19297312200069427
23,0.0501038134098053,0.1959720104932785
24,0.05023384839296341,0.18989218771457672
25,0.05021544545888901,0.19684506952762604
26,0.05018205568194389,0.20218561589717865
27,0.050109513103961945,0.20574726164340973
28,0.05024132505059242,0.21166296303272247
29,0.05002216994762421,0.20526567101478577
