epoch,distortion_loss,perception_loss
0,0.0524381585419178,6.021870136260986
1,0.05128100514411926,5.480696201324463
2,0.04989749193191528,5.5728559494018555
3,0.049864158034324646,5.8119659423828125
4,0.049151744693517685,5.660948276519775
5,0.049247220158576965,5.961932182312012
6,0.04890904575586319,5.956425666809082
7,0.04874534532427788,5.922085285186768
8,0.0485265888273716,5.815802574157715
9,0.048924557864665985,6.264641284942627
10,0.048225969076156616,5.745426177978516
11,0.048602186143398285,6.182436466217041
12,0.04833562299609184,5.881742477416992
13,0.04801280051469803,5.963903903961182
14,0.04815949499607086,5.963501930236816
15,0.05021623522043228,6.263792037963867
16,0.04803447425365448,5.794217586517334
17,0.048018939793109894,6.1289567947387695
18,0.047863081097602844,5.923945426940918
19,0.04813763499259949,5.937869548797607
20,0.04755055904388428,5.981468677520752
21,0.04732304811477661,5.992075443267822
22,0.047269467264413834,5.975800037384033
23,0.04746376350522041,5.9985504150390625
24,0.047148238867521286,5.916628837585449
