epoch,distortion_loss,cross_entropy_loss
0,0.05158380791544914,1.0718064308166504
1,0.051471780985593796,0.900823712348938
2,0.04975772276520729,0.868783175945282
3,0.049227796494960785,0.8390710949897766
4,0.049067605286836624,0.8038370609283447
5,0.04856805130839348,0.7428393959999084
6,0.04848286136984825,0.8154337406158447
7,0.048294514417648315,0.7405920028686523
8,0.048075392842292786,0.7093779444694519
9,0.04777131602168083,0.7197006344795227
10,0.047876469790935516,0.7701050639152527
11,0.047607820481061935,0.6889992952346802
12,0.0476362481713295,0.7073082327842712
13,0.047921210527420044,0.7090526223182678
14,0.04733360931277275,0.6828818321228027
15,0.04780116304755211,0.6743106842041016
16,0.047535061836242676,0.6296254992485046
17,0.047438956797122955,0.6261993050575256
18,0.04757312685251236,0.6408630013465881
19,0.04720194637775421,0.5980884432792664
20,0.046904053539037704,0.5691050291061401
21,0.046853892505168915,0.5614978671073914
22,0.04671120643615723,0.5791501402854919
23,0.046631697565317154,0.5626788139343262
24,0.04656871780753136,0.585523784160614
