epoch,distortion_loss,perception_loss
0,0.042217131704092026,2.744415283203125
1,0.04172751307487488,2.637953758239746
2,0.04111529886722565,2.81370210647583
3,0.041829999536275864,2.742854595184326
4,0.04172855243086815,2.7292752265930176
5,0.04172412306070328,2.60107159614563
6,0.04082905128598213,3.0241034030914307
7,0.04149233177304268,2.9380581378936768
8,0.04094085469841957,2.841567039489746
9,0.04157274216413498,2.797818660736084
10,0.04079803079366684,2.8361096382141113
11,0.04077862948179245,2.8598525524139404
12,0.041642285883426666,2.9524190425872803
13,0.040622223168611526,2.8597726821899414
14,0.040661297738552094,2.9601824283599854
15,0.041056372225284576,2.9123964309692383
16,0.0406317375600338,2.89644718170166
17,0.04085833206772804,2.8425259590148926
18,0.04097849875688553,2.780766725540161
19,0.04027410224080086,2.928572416305542
20,0.040299367159605026,2.9436452388763428
21,0.04009182006120682,2.9175822734832764
22,0.040216557681560516,2.9099550247192383
23,0.04018529877066612,2.886573314666748
24,0.040600404143333435,2.863114356994629
25,0.040491778403520584,2.9055097103118896
26,0.040482573211193085,2.8708250522613525
27,0.040466126054525375,2.880282402038574
28,0.04076031222939491,2.809694528579712
29,0.040326688438653946,2.9164414405822754
