epoch,distortion_loss,perception_loss
0,0.05139423534274101,6.3857035636901855
1,0.050910163670778275,6.4015727043151855
2,0.05074835568666458,6.317278861999512
3,0.051217515021562576,6.8175177574157715
4,0.05069776996970177,6.402736663818359
5,0.05112596973776817,6.932217597961426
6,0.05097350478172302,6.82487154006958
7,0.050519682466983795,6.563265323638916
8,0.05080090090632439,6.760957717895508
9,0.05039285868406296,6.480451583862305
10,0.05054813623428345,6.745010852813721
11,0.0508287213742733,6.704188823699951
12,0.05055650323629379,6.605908393859863
13,0.05047664791345596,6.704073429107666
14,0.05020087584853172,6.571107864379883
15,0.05055971071124077,6.545557498931885
16,0.05125059559941292,6.70956563949585
17,0.0507059320807457,6.767943382263184
18,0.05046020820736885,6.409439563751221
19,0.050732024013996124,6.48928165435791
20,0.050180383026599884,6.702526569366455
21,0.050139881670475006,6.726731300354004
22,0.050184205174446106,6.784234046936035
23,0.050238560885190964,6.660385608673096
24,0.05030927434563637,6.724625587463379
25,0.05018172785639763,6.726997375488281
26,0.05024448782205582,6.631341457366943
27,0.050245501101017,6.810084342956543
28,0.05012564733624458,6.6932902336120605
29,0.050131361931562424,6.586040496826172
