epoch,distortion_loss,perception_loss
0,0.051564786583185196,4.179527282714844
1,0.049531981348991394,4.630817413330078
2,0.049103427678346634,4.963237285614014
3,0.048840466886758804,4.6221184730529785
4,0.048750199377536774,4.994123458862305
5,0.049339670687913895,4.685147762298584
6,0.048195090144872665,4.61687707901001
7,0.04822203889489174,4.700264930725098
8,0.04803173616528511,5.06961727142334
9,0.047927722334861755,4.687061786651611
10,0.04846007749438286,4.604491233825684
11,0.04762278497219086,5.132450103759766
12,0.04773293063044548,5.02239990234375
13,0.04856826737523079,4.968784332275391
14,0.04856150597333908,4.936844348907471
15,0.04772330820560455,5.042944431304932
16,0.04816603288054466,5.007527828216553
17,0.04830266162753105,4.868198394775391
18,0.0479104109108448,5.140028953552246
19,0.047862693667411804,4.801659107208252
20,0.04724905267357826,5.0044708251953125
21,0.047171398997306824,4.968257904052734
22,0.047167737036943436,4.953495025634766
23,0.04705839604139328,5.0095391273498535
24,0.04724375531077385,4.960827827453613
25,0.04697953909635544,4.906849384307861
26,0.04702877253293991,4.906933307647705
27,0.04697469249367714,4.962465763092041
28,0.04720975086092949,4.849758148193359
29,0.04697209969162941,5.071069717407227
