epoch,distortion_loss,perception_loss
0,0.063257597386837,0.2425062507390976
1,0.05962340533733368,0.42523789405822754
2,0.061044223606586456,0.23607943952083588
3,0.05743369087576866,0.6501977443695068
4,0.05925934761762619,0.5301033854484558
5,0.05610499158501625,0.6883318424224854
6,0.056795500218868256,0.6900052428245544
7,0.05885717645287514,0.4764406085014343
8,0.05728030204772949,0.7692877650260925
9,0.058527592569589615,0.7651872634887695
10,0.05670497193932533,0.8537566065788269
11,0.05510054901242256,0.8268298506736755
12,0.05681130290031433,0.6329443454742432
13,0.056666918098926544,0.8364758491516113
14,0.05667707324028015,0.6866109371185303
15,0.05649058520793915,0.69608473777771
16,0.05469156429171562,0.8581880927085876
17,0.056498900055885315,0.8403955101966858
18,0.05546603724360466,0.7706382870674133
19,0.05613633245229721,0.8705859184265137
20,0.05657701939344406,0.7576658725738525
21,0.056903257966041565,0.6793031692504883
22,0.05548941344022751,0.7837867736816406
23,0.0559653602540493,0.6759249567985535
24,0.056122008711099625,0.7667004466056824
25,0.05609215423464775,0.7178759574890137
26,0.05604783818125725,0.6865682601928711
27,0.055872250348329544,0.7004165053367615
28,0.05568035691976547,0.6925413608551025
29,0.05598633736371994,0.7188451886177063
