epoch,distortion_loss,perception_loss
0,0.06534179300069809,1.4142930507659912
1,0.06547189503908157,1.6636550426483154
2,0.06404366344213486,2.0247597694396973
3,0.06259363889694214,2.3743104934692383
4,0.06335674971342087,2.3732869625091553
5,0.06537880748510361,1.8960739374160767
6,0.06262021511793137,2.434581995010376
7,0.06207955628633499,2.376581907272339
8,0.06244673207402229,2.449795961380005
9,0.06502413004636765,2.0017600059509277
10,0.06234583631157875,2.6172218322753906
11,0.06352484971284866,2.2078018188476562
12,0.062108349055051804,2.5007522106170654
13,0.0647406131029129,2.0017402172088623
14,0.06308700889348984,2.4674906730651855
15,0.062074486166238785,2.4078686237335205
16,0.06320632249116898,2.2806363105773926
17,0.062141600996255875,2.5116052627563477
18,0.061795882880687714,2.7153995037078857
19,0.061863187700510025,2.492363214492798
20,0.06280268728733063,2.3262240886688232
21,0.06258629262447357,2.3937041759490967
22,0.06362320482730865,2.2030253410339355
23,0.06365246325731277,2.20200252532959
24,0.06236327812075615,2.2748162746429443
25,0.06328845024108887,2.359590530395508
26,0.06266871094703674,2.256770372390747
27,0.06344811618328094,2.208667516708374
28,0.06405269354581833,2.149507999420166
29,0.06274501234292984,2.265871047973633
