epoch,distortion_loss,cross_entropy_loss
0,0.05304916203022003,0.7427234649658203
1,0.05177708715200424,0.6441951990127563
2,0.05078038200736046,0.5679410696029663
3,0.05075785517692566,0.4923761487007141
4,0.05024326220154762,0.46646684408187866
5,0.050204887986183167,0.4760677218437195
6,0.04938209056854248,0.45088309049606323
7,0.049352746456861496,0.42287206649780273
8,0.049286745488643646,0.41582372784614563
9,0.048671867698431015,0.42486873269081116
10,0.048644836992025375,0.43093958497047424
11,0.04922950267791748,0.3830040991306305
12,0.04857173189520836,0.401496559381485
13,0.048637136816978455,0.40121233463287354
14,0.04856808856129646,0.38611888885498047
15,0.0484793484210968,0.4063131511211395
16,0.048287756741046906,0.36189764738082886
17,0.04825155436992645,0.38025444746017456
18,0.04846227169036865,0.36039167642593384
19,0.048657916486263275,0.3780825734138489
20,0.047811657190322876,0.3267456889152527
21,0.04765469953417778,0.2925501763820648
22,0.047577470541000366,0.31476858258247375
23,0.04765067249536514,0.2971472442150116
24,0.04767511785030365,0.2932826578617096
25,0.04755525663495064,0.28494080901145935
26,0.047670017927885056,0.2890491485595703
27,0.047455545514822006,0.2996814250946045
28,0.04754616692662239,0.27437078952789307
29,0.047488946467638016,0.2790225148200989
