epoch,distortion_loss,perception_loss
0,0.044098999351263046,2.955392837524414
1,0.041354019194841385,3.251518964767456
2,0.04042759910225868,3.365525722503662
3,0.03994075953960419,3.6378116607666016
4,0.04139922186732292,3.2139008045196533
5,0.040230169892311096,3.325819492340088
6,0.03944065049290657,3.4271132946014404
7,0.039593473076820374,3.323822498321533
8,0.03910374268889427,3.6543374061584473
9,0.03904619812965393,3.472156047821045
10,0.039079997688531876,3.4752814769744873
11,0.03895201161503792,3.625588893890381
12,0.03895695134997368,3.408301830291748
13,0.03896686062216759,3.5373566150665283
14,0.03847722336649895,3.4707717895507812
15,0.03827741742134094,3.538583517074585
16,0.03852860629558563,3.5452048778533936
17,0.03838304802775383,3.5728323459625244
18,0.03844470903277397,3.2655766010284424
19,0.038357947021722794,3.4922659397125244
20,0.037747301161289215,3.4920334815979004
21,0.03746887296438217,3.588165521621704
22,0.03766721114516258,3.5808022022247314
23,0.03764433041214943,3.456897497177124
24,0.037720005959272385,3.42964243888855
25,0.03749115392565727,3.4778811931610107
26,0.03737833723425865,3.5350358486175537
27,0.037627190351486206,3.4426214694976807
28,0.03778812289237976,3.450948715209961
29,0.03758447617292404,3.3761186599731445
