epoch,distortion_loss,cross_entropy_loss
0,0.05155964940786362,1.6576157808303833
1,0.0492180772125721,1.5523356199264526
2,0.048868052661418915,1.5378183126449585
3,0.04834071546792984,1.473314642906189
4,0.048031970858573914,1.5402659177780151
5,0.04769817739725113,1.4729118347167969
6,0.04778985306620598,1.509708046913147
7,0.04736416041851044,1.5688143968582153
8,0.04726080223917961,1.529004454612732
9,0.04720006510615349,1.6406774520874023
10,0.04732535779476166,1.6623661518096924
11,0.04712263494729996,1.5513712167739868
12,0.04698086902499199,1.7095682621002197
13,0.04698711261153221,1.6714451313018799
14,0.04697488993406296,1.6059930324554443
15,0.04678421840071678,1.7220319509506226
16,0.04689886048436165,1.745803713798523
17,0.046704765409231186,1.6640889644622803
18,0.04687761515378952,1.7480521202087402
19,0.04666270688176155,1.6415156126022339
20,0.04610437899827957,1.6277207136154175
21,0.04611039534211159,1.6434540748596191
22,0.04591430723667145,1.59563410282135
23,0.04597092047333717,1.5855340957641602
24,0.046112027019262314,1.6195573806762695
