epoch,distortion_loss,cross_entropy_loss
0,0.05147286877036095,1.0871747732162476
1,0.04958153888583183,0.8641868829727173
2,0.04936961457133293,0.7619558572769165
3,0.04875956475734711,0.778286874294281
4,0.04840870201587677,0.732374906539917
5,0.0486464723944664,0.7913424372673035
6,0.048079296946525574,0.7405614852905273
7,0.04811082035303116,0.7177760004997253
8,0.047645434737205505,0.735655665397644
9,0.04733587056398392,0.6689148545265198
10,0.04799249768257141,0.7412601709365845
11,0.047861892729997635,0.6726307272911072
12,0.04724612832069397,0.6730999946594238
13,0.04725070670247078,0.6347509622573853
14,0.0473693311214447,0.5919479727745056
15,0.04731932282447815,0.6331053376197815
16,0.047175269573926926,0.6333067417144775
17,0.046880558133125305,0.6235387325286865
18,0.04693314805626869,0.6124956607818604
19,0.04698304459452629,0.6326859593391418
20,0.04638051614165306,0.5849687457084656
21,0.046241436153650284,0.559493362903595
22,0.04624110832810402,0.5450266599655151
23,0.04643784835934639,0.5601469874382019
24,0.04611168056726456,0.5443620681762695
25,0.046317629516124725,0.561206579208374
26,0.04631131514906883,0.5513335466384888
27,0.04623043164610863,0.5599986910820007
28,0.04606449604034424,0.546606719493866
29,0.046059783548116684,0.5587908625602722
