epoch,distortion_loss,perception_loss
0,0.045815110206604004,1.1004918813705444
1,0.046425577253103256,1.060554027557373
2,0.04621170088648796,0.9801697134971619
3,0.04566342011094093,0.9553247690200806
4,0.04531420022249222,0.9951247572898865
5,0.045888688415288925,0.9248708486557007
6,0.045227959752082825,1.0670866966247559
7,0.045665208250284195,0.9158154129981995
8,0.045493870973587036,0.9709985256195068
9,0.04559513181447983,1.000571846961975
10,0.04531608894467354,0.9838989973068237
11,0.04570066183805466,0.9574530124664307
12,0.047065164893865585,0.8418008685112
13,0.04505039379000664,1.007826566696167
14,0.04479851946234703,1.071305751800537
15,0.04545772820711136,0.9794880747795105
16,0.046149466186761856,0.918315589427948
17,0.04529311880469322,1.0358002185821533
18,0.04570581391453743,0.948421061038971
19,0.04636672884225845,0.9509236216545105
20,0.0456717349588871,1.0050876140594482
21,0.04572221636772156,0.932941198348999
22,0.045571405440568924,0.9359776973724365
23,0.045222342014312744,0.9774057269096375
24,0.0454741045832634,0.9526604413986206
25,0.04564741253852844,0.9527441263198853
26,0.04561591148376465,0.956001341342926
27,0.04547394439578056,0.9225202798843384
28,0.045680563896894455,0.9371296763420105
29,0.04564307630062103,0.9272242188453674
