epoch,distortion_loss,cross_entropy_loss
0,0.05245131626725197,0.7654257416725159
1,0.051948633044958115,0.6416521072387695
2,0.050972964614629745,0.48665276169776917
3,0.05073859170079231,0.4208420217037201
4,0.05061844736337662,0.4398602545261383
5,0.050165802240371704,0.39742884039878845
6,0.05030412971973419,0.42261502146720886
7,0.04979734867811203,0.4212404787540436
8,0.0491015650331974,0.4188932478427887
9,0.049247074872255325,0.4086085855960846
10,0.049067363142967224,0.4099733233451843
11,0.04923633486032486,0.4055194854736328
12,0.04856245219707489,0.3812570869922638
13,0.04895847290754318,0.38389691710472107
14,0.048453785479068756,0.37551870942115784
15,0.048679549247026443,0.3390602171421051
16,0.04909845069050789,0.36651498079299927
17,0.04834413528442383,0.36591657996177673
18,0.04850021377205849,0.34405672550201416
19,0.048507459461688995,0.3659380376338959
20,0.04796845093369484,0.31821271777153015
21,0.04755651578307152,0.30408695340156555
22,0.04764040559530258,0.279537558555603
23,0.04771304503083229,0.27814722061157227
24,0.04756821319460869,0.2911010682582855
