epoch,distortion_loss,perception_loss
0,0.04486183077096939,2.6304845809936523
1,0.042997922748327255,2.675081491470337
2,0.043214090168476105,2.763244867324829
3,0.0439620316028595,2.4665589332580566
4,0.04228653386235237,2.8790392875671387
5,0.0417904332280159,2.9452931880950928
6,0.04160483181476593,2.91072678565979
7,0.041876763105392456,2.760881185531616
8,0.040925297886133194,2.961416244506836
9,0.04198895022273064,2.6929023265838623
10,0.04135128855705261,2.953915596008301
11,0.04166407883167267,2.905928373336792
12,0.04083447903394699,3.025264263153076
13,0.040937066078186035,2.9284496307373047
14,0.041367582976818085,2.8350658416748047
15,0.04056137427687645,3.104316234588623
16,0.04031386971473694,3.0949132442474365
17,0.040212176740169525,3.0849967002868652
18,0.040480151772499084,3.0774621963500977
19,0.040724016726017,2.856583595275879
20,0.039960458874702454,3.0004656314849854
21,0.0396154522895813,2.998516798019409
22,0.039728496223688126,3.0083584785461426
23,0.03990284353494644,2.937260627746582
24,0.03985694423317909,2.8932275772094727
25,0.03976123034954071,2.997286319732666
26,0.03951402008533478,2.9829933643341064
27,0.03980841115117073,2.884575605392456
28,0.039858128875494,2.880338191986084
29,0.039797741919755936,2.921128273010254
