epoch,distortion_loss,cross_entropy_loss
0,0.056096531450748444,0.9186689257621765
1,0.054780710488557816,0.5514674782752991
2,0.05420207232236862,0.44738808274269104
3,0.054278746247291565,0.4409067630767822
4,0.054559458047151566,0.324873685836792
5,0.05372300371527672,0.32221272587776184
6,0.05295820161700249,0.29117855429649353
7,0.05285750702023506,0.250745952129364
8,0.052916672080755234,0.28249391913414
9,0.05295826867222786,0.26273593306541443
10,0.052681274712085724,0.23783807456493378
11,0.05208740010857582,0.23924271762371063
12,0.051862914115190506,0.24905624985694885
13,0.05201342701911926,0.2455746829509735
14,0.05226550251245499,0.2272355854511261
15,0.051695410162210464,0.23294156789779663
16,0.05172734335064888,0.2383185178041458
17,0.0513729527592659,0.2483951300382614
18,0.051594328135252,0.23192596435546875
19,0.051632359623909,0.22136074304580688
20,0.05093757435679436,0.1881030648946762
21,0.05075017735362053,0.18874980509281158
22,0.05082031711935997,0.18308886885643005
23,0.050809893757104874,0.17114518582820892
24,0.050712451338768005,0.17455467581748962
25,0.05063493549823761,0.17251898348331451
26,0.050756070762872696,0.1706554889678955
27,0.05053052678704262,0.1705949753522873
28,0.05067560821771622,0.18035361170768738
29,0.05058855935931206,0.1755918711423874
