epoch,distortion_loss,cross_entropy_loss
0,0.0514206662774086,0.2517024278640747
1,0.050913456827402115,0.21783742308616638
2,0.05106732249259949,0.22109653055667877
3,0.05077006667852402,0.21012485027313232
4,0.05053171142935753,0.20962533354759216
5,0.050749290734529495,0.2201007455587387
6,0.05045134574174881,0.20391826331615448
7,0.05046653747558594,0.2077195793390274
8,0.05060230568051338,0.2032892107963562
9,0.05065709725022316,0.22137655317783356
10,0.05041339620947838,0.2026359885931015
11,0.0506725087761879,0.20004162192344666
12,0.05048665776848793,0.23289118707180023
13,0.050586406141519547,0.20980648696422577
14,0.0504087433218956,0.2020450383424759
15,0.050609488040208817,0.21678954362869263
16,0.050621360540390015,0.22577069699764252
17,0.05046386271715164,0.22121332585811615
18,0.050483088940382004,0.21840548515319824
19,0.05036461725831032,0.21562708914279938
20,0.05030253157019615,0.21117664873600006
21,0.05026853084564209,0.20823994278907776
22,0.05021537467837334,0.22025136649608612
23,0.05027112737298012,0.20603905618190765
24,0.05016837641596794,0.19918183982372284
25,0.050221286714076996,0.20163078606128693
26,0.05023747682571411,0.20178742706775665
27,0.05019964650273323,0.19644509255886078
28,0.05014531686902046,0.20213627815246582
29,0.050099246203899384,0.21728914976119995
