epoch,distortion_loss,cross_entropy_loss
0,0.053282011300325394,0.7776839733123779
1,0.05237584188580513,0.49629509449005127
2,0.052708957344293594,0.48871511220932007
3,0.05190751701593399,0.38799822330474854
4,0.05154568329453468,0.3799702525138855
5,0.051029037684202194,0.3760024309158325
6,0.050901979207992554,0.36784228682518005
7,0.050755467265844345,0.36041200160980225
8,0.05055675655603409,0.3678455352783203
9,0.050432004034519196,0.30817320942878723
10,0.0499972403049469,0.3289443850517273
11,0.05004183202981949,0.3540300130844116
12,0.0496436282992363,0.36079084873199463
13,0.04961855337023735,0.3503324091434479
14,0.049602873623371124,0.33537861704826355
15,0.04956483468413353,0.2992796301841736
16,0.049616739153862,0.28933361172676086
17,0.04921596124768257,0.3419302701950073
18,0.0491381473839283,0.29748794436454773
19,0.04942949116230011,0.2801298499107361
20,0.04866434633731842,0.25682732462882996
21,0.04856114462018013,0.2605968713760376
22,0.04832686483860016,0.2530895173549652
23,0.04860171303153038,0.2543346583843231
24,0.04851241782307625,0.24116677045822144
25,0.04868395999073982,0.2614220380783081
26,0.04843989759683609,0.245469331741333
27,0.048721931874752045,0.24779027700424194
28,0.04846792295575142,0.22973476350307465
29,0.04836751148104668,0.23625797033309937
